celltype,state,mark,pathway,NES,pval,padj,size
Astro,Reactive,H3K27ac,positive regulation of MAPK cascade (GO:0043410),1.307,0.0042,0.0803,241
Astro,Reactive,H3K27ac,positive regulation of T cell migration (GO:2000406),1.726,0.00417,0.0803,19
Astro,Reactive,H3K27ac,regulation of epithelial cell migration (GO:0010632),1.595,0.00421,0.0803,49
Astro,Reactive,H3K27ac,response to calcium ion (GO:0051592),1.459,0.0042,0.0803,101
Astro,Reactive,H3K27ac,Glycolysis,1.351,0.0044,0.0829,188
Astro,Reactive,H3K27ac,Mitotic Spindle,1.347,0.0044,0.0829,192
Astro,Reactive,H3K27ac,positive regulation of cardiac muscle cell proliferation (GO:0060045),1.77,0.00439,0.0829,14
Astro,Reactive,H3K27ac,regulation of smooth muscle cell proliferation (GO:0048660),1.619,0.00442,0.0829,44
Astro,Reactive,H3K27ac,Notch Signaling,1.671,0.00446,0.083,31
Astro,Reactive,H3K27ac,regulation of trans-synaptic signaling (GO:0099177),1.66,0.00445,0.083,33
Astro,Reactive,H3K27ac,glucan catabolic process (GO:0009251),1.75,0.00448,0.083,15
Astro,Reactive,H3K27ac,cellular component assembly (GO:0022607),1.303,0.0045,0.0831,243
Astro,Reactive,H3K27ac,Cardiac Hypertrophic Response WP2795,1.566,0.00461,0.0837,53
Astro,Reactive,H3K27ac,Physiological and pathological hypertrophy of the heart WP1528,1.702,0.00461,0.0837,24
Astro,Reactive,H3K27ac,negative regulation of protein serine/threonine kinase activity (GO:0071901),1.503,0.0046,0.0837,74
Astro,Reactive,H3K27ac,positive regulation of receptor internalization (GO:0002092),1.709,0.00462,0.0837,23
Astro,Reactive,H3K27ac,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090092),1.667,0.00456,0.0837,31
Astro,Reactive,H3K27ac,cell-cell junction organization (GO:0045216),1.493,0.0047,0.0848,78
Astro,Reactive,H3K27ac,Melatonin metabolism and effects WP3298,1.65,0.00474,0.0852,35
Astro,Reactive,H3K27ac,regulation of dendrite morphogenesis (GO:0048814),1.663,0.00486,0.087,31
Astro,Reactive,H3K27ac,positive regulation of CREB transcription factor activity (GO:0032793),1.732,0.00493,0.0878,18
Astro,Reactive,H3K27ac,negative regulation of developmental process (GO:0051093),1.494,0.005,0.0883,70
Astro,Reactive,H3K27ac,positive regulation of SMAD protein signal transduction (GO:0060391),1.757,0.00503,0.0883,14
Astro,Reactive,H3K27ac,positive regulation of neuron death (GO:1901216),1.61,0.00502,0.0883,43
Astro,Reactive,H3K27ac,regulation of interleukin-1 production (GO:0032652),1.755,0.00503,0.0883,14
Astro,Reactive,H3K27ac,Hepatitis B infection WP4666,1.377,0.0051,0.0888,144
Astro,Reactive,H3K27ac,MAPK signaling pathway,1.286,0.0051,0.0888,289
Astro,Reactive,H3K27ac,positive regulation of cardiac muscle tissue growth (GO:0055023),1.722,0.00516,0.0896,17
Astro,Reactive,H3K27ac,Genes controlling nephrogenesis WP4823,1.612,0.00522,0.0903,40
Astro,Reactive,H3K27ac,regulation of fibroblast growth factor receptor signaling pathway (GO:0040036),1.708,0.00529,0.0911,20
Astro,Reactive,H3K27ac,Development of ureteric collection system WP5053,1.589,0.00531,0.0912,46
Astro,Reactive,H3K27ac,brain development (GO:0007420),1.382,0.0054,0.0923,139
Astro,Reactive,H3K27ac,PDGF Pathway WP2526,1.62,0.00544,0.0927,37
Astro,Reactive,H3K27ac,Choline metabolism in cancer,1.447,0.0055,0.093,98
Astro,Reactive,H3K27ac,Wnt signaling WP428,1.411,0.0055,0.093,113
Astro,Reactive,H3K27ac,Wnt signaling pathway and pluripotency WP399,1.441,0.0056,0.0933,100
Astro,Reactive,H3K27ac,cellular calcium ion homeostasis (GO:0006874),1.393,0.0056,0.0933,122
Astro,Reactive,H3K27ac,positive regulation of protein phosphorylation (GO:0001934),1.261,0.0056,0.0933,353
Astro,Reactive,H3K27ac,regulation of endothelial cell proliferation (GO:0001936),1.46,0.0056,0.0933,84
Astro,Reactive,H3K27ac,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339),1.677,0.00562,0.0933,25
Astro,Reactive,H3K27ac,Immune response to tuberculosis WP4197,1.683,0.00565,0.0935,23
Astro,Reactive,H3K27ac,transforming growth factor beta receptor signaling pathway (GO:0007179),1.459,0.0057,0.094,86
Astro,Reactive,H3K27ac,actin filament-based transport (GO:0099515),1.71,0.00584,0.0952,19
Astro,Reactive,H3K27ac,alpha-linolenic acid metabolic process (GO:0036109),1.742,0.00583,0.0952,13
Astro,Reactive,H3K27ac,central nervous system neuron differentiation (GO:0021953),1.639,0.00586,0.0952,34
Astro,Reactive,H3K27ac,response to growth factor (GO:0070848),1.604,0.00583,0.0952,39
Astro,Reactive,H3K27ac,organonitrogen compound biosynthetic process (GO:1901566),1.367,0.0059,0.0952,150
Astro,Reactive,H3K27ac,plasma membrane bounded cell projection organization (GO:0120036),1.386,0.0059,0.0952,125
Astro,Reactive,H3K27ac,protein autophosphorylation (GO:0046777),1.366,0.006,0.0965,156
Astro,Reactive,H3K27ac,Arrhythmogenic right ventricular cardiomyopathy,1.481,0.0061,0.0969,76
Astro,Reactive,H3K27ac,negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144),1.652,0.00608,0.0969,30
Astro,Reactive,H3K27ac,positive regulation of DNA biosynthetic process (GO:2000573),1.523,0.0061,0.0969,58
Astro,Reactive,H3K27ac,positive regulation of neuron projection development (GO:0010976),1.458,0.0061,0.0969,85
Astro,Reactive,H3K27ac,regulation of peptidyl-threonine phosphorylation (GO:0010799),1.61,0.00615,0.0972,37
Astro,Reactive,H3K27ac,MicroRNAs in cancer,1.361,0.0063,0.0989,157
Astro,Reactive,H3K27ac,synaptic vesicle transport (GO:0048489),1.753,0.00628,0.0989,10
Astro,Reactive,H3K27me3,neuron differentiation (GO:0030182),1.781,6.69e-10,0,165
Astro,Reactive,H3K27me3,cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),1.7,2.32e-08,0,159
Astro,Reactive,H3K27me3,nervous system development (GO:0007399),1.472,3.26e-08,0,410
Astro,Reactive,H3K27me3,Mesodermal commitment pathway WP2857,1.715,5.51e-08,1e-04,139
Astro,Reactive,H3K27me3,Neuroactive ligand-receptor interaction,1.498,1.23e-07,1e-04,330
Astro,Reactive,H3K27me3,kidney development (GO:0001822),1.904,1.51e-07,1e-04,66
Astro,Reactive,H3K27me3,renal system development (GO:0072001),1.955,3.81e-07,2e-04,53
Astro,Reactive,H3K27me3,central nervous system development (GO:0007417),1.544,4.98e-07,2e-04,245
Astro,Reactive,H3K27me3,modulation of chemical synaptic transmission (GO:0050804),1.731,4.56e-07,2e-04,107
Astro,Reactive,H3K27me3,regulation of cation channel activity (GO:2001257),1.806,6.43e-07,3e-04,85
Astro,Reactive,H3K27me3,Endoderm differentiation WP2853,1.663,1.29e-06,5e-04,132
Astro,Reactive,H3K27me3,regulation of NMDA receptor activity (GO:2000310),2.002,2.58e-06,0.001,32
Astro,Reactive,H3K27me3,neuron development (GO:0048666),1.637,2.8e-06,0.001,127
Astro,Reactive,H3K27me3,brain development (GO:0007420),1.626,3.98e-06,0.0013,134
Astro,Reactive,H3K27me3,GDNF/RET signaling axis WP4830,2.02,4.86e-06,0.0014,23
Astro,Reactive,H3K27me3,UV Response Dn,1.612,4.8e-06,0.0014,135
Astro,Reactive,H3K27me3,negative regulation of protein phosphorylation (GO:0001933),1.62,5.7e-06,0.0015,132
Astro,Reactive,H3K27me3,Neural Crest Differentiation WP2064,1.669,8.69e-06,0.002,98
Astro,Reactive,H3K27me3,generation of neurons (GO:0048699),1.512,8.68e-06,0.002,192
Astro,Reactive,H3K27me3,regulation of cell migration (GO:0030334),1.383,1.22e-05,0.0027,373
Astro,Reactive,H3K27me3,anterograde trans-synaptic signaling (GO:0098916),1.461,1.41e-05,0.0029,223
Astro,Reactive,H3K27me3,regulation of neurotransmitter receptor activity (GO:0099601),1.79,1.44e-05,0.0029,57
Astro,Reactive,H3K27me3,Axon guidance,1.521,1.8e-05,0.0035,168
Astro,Reactive,H3K27me3,chordate embryonic development (GO:0043009),1.806,2.01e-05,0.0037,53
Astro,Reactive,H3K27me3,adherens junction organization (GO:0034332),1.802,2.27e-05,0.0041,46
Astro,Reactive,H3K27me3,Epithelial Mesenchymal Transition,1.487,2.53e-05,0.0042,187
Astro,Reactive,H3K27me3,KRAS Signaling Up,1.486,2.61e-05,0.0042,192
Astro,Reactive,H3K27me3,skeletal system development (GO:0001501),1.513,2.61e-05,0.0042,147
Astro,Reactive,H3K27me3,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),1.389,2.83e-05,0.0044,353
Astro,Reactive,H3K27me3,Development of ureteric collection system WP5053,1.792,2.97e-05,0.0044,46
Astro,Reactive,H3K27me3,Ectoderm Differentiation WP2858,1.562,3.56e-05,0.005,132
Astro,Reactive,H3K27me3,"regulation of synaptic transmission, glutamatergic (GO:0051966)",1.783,3.53e-05,0.005,46
Astro,Reactive,H3K27me3,Glycosaminoglycan biosynthesis,1.777,3.75e-05,0.0051,52
Astro,Reactive,H3K27me3,positive regulation of nucleic acid-templated transcription (GO:1903508),1.327,4.07e-05,0.0053,457
Astro,Reactive,H3K27me3,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157),1.832,4.46e-05,0.0057,41
Astro,Reactive,H3K27me3,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339),1.95,4.71e-05,0.0058,27
Astro,Reactive,H3K27me3,ureteric bud development (GO:0001657),1.926,4.93e-05,0.006,19
Astro,Reactive,H3K27me3,regulation of neurotransmitter secretion (GO:0046928),1.875,5.11e-05,0.006,28
Astro,Reactive,H3K27me3,Calcium signaling pathway,1.415,8.18e-05,0.0091,228
Astro,Reactive,H3K27me3,neuropeptide signaling pathway (GO:0007218),1.701,7.98e-05,0.0091,62
Astro,Reactive,H3K27me3,Heart Development WP1591,1.794,8.95e-05,0.0097,42
Astro,Reactive,H3K27me3,axon guidance (GO:0007411),1.448,9.19e-05,0.0097,192
Astro,Reactive,H3K27me3,chemical synaptic transmission (GO:0007268),1.381,9.53e-05,0.0097,277
Astro,Reactive,H3K27me3,regulation of neurotransmitter transport (GO:0051588),1.907,9.37e-05,0.0097,16
Astro,Reactive,H3K27me3,negative regulation of osteoblast differentiation (GO:0045668),1.841,0.000104,0.0103,28
Astro,Reactive,H3K27me3,cardiac right ventricle morphogenesis (GO:0003215),1.964,0.000125,0.0121,13
Astro,Reactive,H3K27me3,dorsal/ventral pattern formation (GO:0009953),1.863,0.000148,0.0135,22
Astro,Reactive,H3K27me3,mesonephric tubule development (GO:0072164),1.877,0.000146,0.0135,17
Astro,Reactive,H3K27me3,negative regulation of nucleic acid-templated transcription (GO:1903507),1.316,0.000149,0.0135,406
Astro,Reactive,H3K27me3,positive regulation of cell projection organization (GO:0031346),1.554,0.000164,0.0147,104
Astro,Reactive,H3K27me3,heparan sulfate proteoglycan biosynthetic process (GO:0015012),1.879,0.000173,0.0152,18
Astro,Reactive,H3K27me3,TGF-beta signaling pathway,1.588,0.000214,0.0181,85
Astro,Reactive,H3K27me3,regulation of neuron projection development (GO:0010975),1.482,0.000212,0.0181,143
Astro,Reactive,H3K27me3,Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706,1.452,0.000239,0.0188,147
Astro,Reactive,H3K27me3,adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188),1.451,0.000239,0.0188,159
Astro,Reactive,H3K27me3,dopaminergic neuron differentiation (GO:0071542),1.875,0.000237,0.0188,20
Astro,Reactive,H3K27me3,positive regulation of macromolecule metabolic process (GO:0010604),1.333,0.000228,0.0188,347
Astro,Reactive,H3K27me3,chondrocyte differentiation (GO:0002062),1.779,0.000254,0.0196,30
Astro,Reactive,H3K27me3,regulation of potassium ion transport (GO:0043266),1.801,0.00026,0.0197,29
Astro,Reactive,H3K27me3,heparan sulfate proteoglycan metabolic process (GO:0030201),1.87,0.000266,0.0198,20
Astro,Reactive,H3K27me3,regulation of synapse assembly (GO:0051963),1.715,0.000306,0.0224,45
Astro,Reactive,H3K27me3,epithelial tube morphogenesis (GO:0060562),1.755,0.000326,0.0235,34
Astro,Reactive,H3K27me3,cell-cell junction organization (GO:0045216),1.584,0.000344,0.0244,78
Astro,Reactive,H3K27me3,positive regulation of BMP signaling pathway (GO:0030513),1.812,0.000354,0.0247,23
Astro,Reactive,H3K27me3,neuron projection morphogenesis (GO:0048812),1.475,0.000362,0.0249,127
Astro,Reactive,H3K27me3,regulation of metal ion transport (GO:0010959),1.808,0.00038,0.0257,17
Astro,Reactive,H3K27me3,regulation of neuron differentiation (GO:0045664),1.586,0.00039,0.026,74
Astro,Reactive,H3K27me3,cardiac muscle tissue development (GO:0048738),1.673,0.000428,0.0282,51
Astro,Reactive,H3K27me3,regulation of BMP signaling pathway (GO:0030510),1.602,0.000436,0.0283,70
Astro,Reactive,H3K27me3,negative regulation of cell migration (GO:0030336),1.469,0.000463,0.0294,130
Astro,Reactive,H3K27me3,negative regulation of cell motility (GO:2000146),1.505,0.000472,0.0294,104
Astro,Reactive,H3K27me3,regulation of bone mineralization (GO:0030500),1.677,0.000474,0.0294,52
Astro,Reactive,H3K27me3,sensory perception of mechanical stimulus (GO:0050954),1.537,0.000546,0.0334,79
Astro,Reactive,H3K27me3,stem cell development (GO:0048864),1.807,0.000564,0.0341,16
Astro,Reactive,H3K27me3,Cardiac Progenitor Differentiation WP2406,1.659,0.000603,0.0358,51
Astro,Reactive,H3K27me3,regulation of cytosolic calcium ion concentration (GO:0051480),1.432,0.000609,0.0358,144
Astro,Reactive,H3K27me3,regulation of osteoblast differentiation (GO:0045667),1.562,0.000656,0.0381,74
Astro,Reactive,H3K27me3,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),1.268,0.000728,0.0412,474
Astro,Reactive,H3K27me3,regulation of smooth muscle contraction (GO:0006940),1.796,0.000726,0.0412,20
Astro,Reactive,H3K27me3,positive regulation of multicellular organismal process (GO:0051240),1.303,0.000746,0.0417,315
Astro,Reactive,H3K27me3,homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156),1.609,0.000758,0.0418,58
Astro,Reactive,H3K27me3,regulation of epithelial to mesenchymal transition (GO:0010717),1.56,0.000766,0.0418,71
Astro,Reactive,H3K27me3,negative regulation of multicellular organismal process (GO:0051241),1.376,0.000801,0.0428,198
Astro,Reactive,H3K27me3,positive regulation of ossification (GO:0045778),1.681,0.000803,0.0428,36
Astro,Reactive,H3K27me3,neuron projection development (GO:0031175),1.441,0.000856,0.045,150
Astro,Reactive,H3K27me3,positive regulation of embryonic development (GO:0040019),1.783,0.000884,0.046,18
Astro,Reactive,H3K27me3,adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189),1.469,0.000902,0.0464,114
Astro,Reactive,H3K27me3,negative regulation of epithelial cell proliferation (GO:0050680),1.565,0.000933,0.0474,61
Astro,Reactive,H3K27me3,late endosome to vacuole transport via multivesicular body sorting pathway (GO:0032511),-2.03,0.000976,0.0484,14
Astro,Reactive,H3K27me3,negative regulation of cell differentiation (GO:0045596),1.411,0.000966,0.0484,170
Astro,Reactive,H3K27me3,positive regulation of cell differentiation (GO:0045597),1.344,0.000985,0.0484,239
Astro,Reactive,H3K27me3,branching morphogenesis of an epithelial tube (GO:0048754),1.626,0.00105,0.0494,43
Astro,Reactive,H3K27me3,epithelial to mesenchymal transition (GO:0001837),1.63,0.00103,0.0494,43
Astro,Reactive,H3K27me3,regulation of axonogenesis (GO:0050770),1.646,0.00105,0.0494,45
Astro,Reactive,H3K27me3,synapse assembly (GO:0007416),1.588,0.00102,0.0494,60
Astro,Reactive,H3K27me3,mesenchymal cell differentiation (GO:0048762),1.611,0.00107,0.0496,48
Astro,Reactive,H3K27me3,positive regulation of cell population proliferation (GO:0008284),1.269,0.00113,0.0522,438
Astro,Reactive,H3K27me3,metanephros development (GO:0001656),1.743,0.00115,0.0524,26
Astro,Reactive,H3K27me3,regulation of potassium ion transmembrane transport (GO:1901379),1.631,0.00118,0.0531,52
Astro,Reactive,H3K27me3,Differentiation Pathway WP2848,1.612,0.00142,0.0634,46
Astro,Reactive,H3K27me3,regulation of MAPK cascade (GO:0043408),1.423,0.00154,0.068,152
Astro,Reactive,H3K27me3,"positive regulation of synaptic transmission, glutamatergic (GO:0051968)",1.757,0.00179,0.0774,18
Astro,Reactive,H3K27me3,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100),1.517,0.0018,0.0774,81
Astro,Reactive,H3K27me3,regulation of MAP kinase activity (GO:0043405),1.483,0.0018,0.0774,88
Astro,Reactive,H3K27me3,neuron cell-cell adhesion (GO:0007158),1.755,0.00182,0.0776,16
Astro,Reactive,H3K27me3,phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200),1.505,0.0019,0.0789,80
Astro,Reactive,H3K27me3,potassium ion transport (GO:0006813),1.452,0.0019,0.0789,117
Astro,Reactive,H3K27me3,regulation of calcium ion transport (GO:0051924),1.572,0.00191,0.0789,56
Astro,Reactive,H3K27me3,circulatory system development (GO:0072359),1.45,0.002,0.0806,112
Astro,Reactive,H3K27me3,negative regulation of protein kinase activity (GO:0006469),1.506,0.002,0.0806,78
Astro,Reactive,H3K27me3,regulation of transcription regulatory region DNA binding (GO:2000677),1.725,0.00197,0.0806,24
Astro,Reactive,H3K27me3,cardiac ventricle morphogenesis (GO:0003208),1.632,0.00204,0.0807,41
Astro,Reactive,H3K27me3,positive regulation of epithelial to mesenchymal transition (GO:0010718),1.63,0.00204,0.0807,41
Astro,Reactive,H3K27me3,calcium ion-regulated exocytosis of neurotransmitter (GO:0048791),1.771,0.00221,0.0845,12
Astro,Reactive,H3K27me3,catecholamine biosynthetic process (GO:0042423),1.777,0.00221,0.0845,12
Astro,Reactive,H3K27me3,heart development (GO:0007507),1.396,0.0022,0.0845,147
Astro,Reactive,H3K27me3,positive regulation of neuron projection development (GO:0010976),1.5,0.0022,0.0845,79
Astro,Reactive,H3K27me3,sensory perception of sound (GO:0007605),1.497,0.0023,0.0872,82
Astro,Reactive,H3K27me3,Protein digestion and absorption,1.46,0.0024,0.0883,101
Astro,Reactive,H3K27me3,autonomic nervous system development (GO:0048483),1.721,0.00241,0.0883,21
Astro,Reactive,H3K27me3,axonogenesis (GO:0007409),1.325,0.0024,0.0883,224
Astro,Reactive,H3K27me3,fibroblast growth factor receptor signaling pathway (GO:0008543),1.546,0.00241,0.0883,57
Astro,Reactive,H3K27me3,Focal adhesion,1.34,0.0025,0.089,186
Astro,Reactive,H3K27me3,negative regulation of response to stimulus (GO:0048585),1.556,0.00251,0.089,55
Astro,Reactive,H3K27me3,respiratory electron transport chain (GO:0022904),1.751,0.00251,0.089,13
Astro,Reactive,H3K27me3,secondary palate development (GO:0062009),1.751,0.0025,0.089,14
Astro,Reactive,H3K27me3,mesenchymal cell development (GO:0014031),1.735,0.00253,0.0891,18
Astro,Reactive,H3K27me3,mesonephros development (GO:0001823),1.752,0.00258,0.0901,11
Astro,Reactive,H3K27me3,ECM-receptor interaction,1.481,0.0027,0.0918,83
Astro,Reactive,H3K27me3,Hippo-Merlin Signaling Dysregulation WP4541,1.423,0.0027,0.0918,113
Astro,Reactive,H3K27me3,negative regulation of ossification (GO:0030279),1.695,0.00271,0.0918,23
Astro,Reactive,H3K27me3,positive regulation of MAP kinase activity (GO:0043406),1.521,0.00271,0.0918,64
Astro,Reactive,H3K27me3,positive regulation of bone mineralization (GO:0030501),1.648,0.00285,0.0958,33
Astro,Reactive,H3K27me3,positive regulation of synaptic transmission (GO:0050806),1.502,0.00291,0.0969,71
Astro,Reactive,H3K27me3,BMP2-WNT4-FOXO1 pathway in primary endometrial stromal cell differentiation WP3876,1.729,0.00305,0.099,13
Astro,Reactive,H3K27me3,embryonic skeletal system development (GO:0048706),1.644,0.00306,0.099,32
Astro,Reactive,H3K27me3,positive regulation of nervous system development (GO:0051962),1.576,0.00303,0.099,43
Astro,Reactive,H3K27me3,response to ethanol (GO:0045471),1.734,0.00302,0.099,15
Micro,Activated,H3K27ac,TNF-alpha Signaling via NF-kB,1.564,1.62e-06,0.0041,188
Micro,Activated,H3K27ac,phosphorylation (GO:0016310),1.434,1.91e-06,0.0041,348
Micro,Activated,H3K27ac,Estrogen Response Early,1.521,1.52e-05,0.0164,170
Micro,Activated,H3K27ac,Glucocorticoid Receptor Pathway WP2880,1.759,1.2e-05,0.0164,65
Micro,Activated,H3K27ac,positive regulation of cell differentiation (GO:0045597),1.458,2.02e-05,0.0174,223
Micro,Activated,H3K27ac,DNA damage response (only ATM dependent) WP710,1.596,3.84e-05,0.0241,101
Micro,Activated,H3K27ac,Transcription factor regulation in adipogenesis WP3599,1.957,3.92e-05,0.0241,22
Micro,Activated,H3K27ac,Pathways in cancer,1.307,8.52e-05,0.0325,473
Micro,Activated,H3K27ac,Thyroid hormone signaling pathway,1.572,9.08e-05,0.0325,105
Micro,Activated,H3K27ac,amino acid import across plasma membrane (GO:0089718),1.961,6.82e-05,0.0325,18
Micro,Activated,H3K27ac,neuron migration (GO:0001764),1.79,7.85e-05,0.0325,44
Micro,Activated,H3K27ac,protein phosphorylation (GO:0006468),1.337,7.28e-05,0.0325,431
Micro,Activated,H3K27ac,UV Response Dn,1.512,0.000117,0.0386,129
Micro,Activated,H3K27ac,membrane protein proteolysis (GO:0033619),1.808,0.000159,0.0487,31
Micro,Activated,H3K27ac,Shigellosis,1.429,0.000171,0.049,201
Micro,Activated,H3K27ac,Wnt signaling pathway,1.467,0.000194,0.0521,148
Micro,Activated,H3K27ac,transport across blood-brain barrier (GO:0150104),1.594,0.000223,0.0565,74
Micro,Activated,H3K27ac,Sphingolipid signaling pathway,1.52,0.000317,0.0756,104
Micro,Activated,H3K27ac,"Non-genomic actions of 1,25 dihydroxyvitamin D3 WP4341",1.599,0.000372,0.0762,61
Micro,Activated,H3K27ac,negative regulation of MAPK cascade (GO:0043409),1.551,0.000376,0.0762,83
Micro,Activated,H3K27ac,pattern recognition receptor signaling pathway (GO:0002221),1.654,0.000376,0.0762,50
Micro,Activated,H3K27ac,positive regulation of GTPase activity (GO:0043547),1.436,0.000394,0.0762,165
Micro,Activated,H3K27ac,positive regulation of catabolic process (GO:0009896),1.632,0.000408,0.0762,51
Micro,Activated,H3K27ac,Gastrin signaling pathway WP4659,1.486,0.000545,0.0778,107
Micro,Activated,H3K27ac,Wnt Signaling Pathway WP363,1.715,0.000518,0.0778,43
Micro,Activated,H3K27ac,carboxylic acid transport (GO:0046942),1.663,0.000482,0.0778,46
Micro,Activated,H3K27ac,cellular response to transforming growth factor beta stimulus (GO:0071560),1.491,0.000554,0.0778,105
Micro,Activated,H3K27ac,endochondral bone morphogenesis (GO:0060350),1.892,0.000483,0.0778,13
Micro,Activated,H3K27ac,peptidyl-asparagine modification (GO:0018196),1.762,0.000514,0.0778,26
Micro,Activated,H3K27ac,protein N-linked glycosylation via asparagine (GO:0018279),1.778,0.000561,0.0778,25
Micro,Activated,H3K27ac,regulation of neuron migration (GO:2001222),1.8,0.000436,0.0778,25
Micro,Activated,H3K27ac,Hypoxia,1.423,0.000655,0.0782,167
Micro,Activated,H3K27ac,Transcriptional misregulation in cancer,1.426,0.000591,0.0782,149
Micro,Activated,H3K27ac,amino acid import (GO:0043090),1.845,0.000604,0.0782,17
Micro,Activated,H3K27ac,regulation of DNA biosynthetic process (GO:2000278),1.769,0.000673,0.0782,25
Micro,Activated,H3K27ac,regulation of protein kinase C signaling (GO:0090036),1.857,0.000661,0.0782,10
Micro,Activated,H3K27ac,regulation of protein metabolic process (GO:0051246),1.693,0.00062,0.0782,37
Micro,Activated,H3K27ac,Amplification and Expansion of Oncogenic Pathways as Metastatic Traits WP3678,1.816,0.000842,0.0876,15
Micro,Activated,H3K27ac,IL-2/STAT5 Signaling,1.388,0.000838,0.0876,179
Micro,Activated,H3K27ac,Wnt signaling pathway (GO:0016055),1.514,0.000856,0.0876,84
Micro,Activated,H3K27ac,positive regulation of hydrolase activity (GO:0051345),1.476,0.000801,0.0876,112
Micro,Activated,H3K27ac,regulation of fat cell differentiation (GO:0045598),1.569,0.000856,0.0876,72
Micro,Activated,H3K27ac,Wnt signaling WP428,1.47,0.00093,0.0923,106
Micro,Activated,H3K27ac,Wnt signaling pathway and pluripotency WP399,1.498,0.000966,0.0923,95
Micro,Activated,H3K27ac,energy reserve metabolic process (GO:0006112),1.824,0.000962,0.0923,16
Micro,Activated,H3K27ac,import into cell (GO:0098657),1.694,0.000989,0.0924,35
Micro,Activated,H3K27ac,cellular response to interleukin-6 (GO:0071354),1.742,0.00104,0.0931,25
Micro,Activated,H3K27ac,regulation of anatomical structure morphogenesis (GO:0022603),1.495,0.00104,0.0931,103
Micro,Activated,H3K27ac,regulation of potassium ion transmembrane transporter activity (GO:1901016),1.783,0.0011,0.0942,23
Micro,Activated,H3K27ac,vascular transport (GO:0010232),1.556,0.0011,0.0942,72
Micro,Activated,H3K27ac,T-cell receptor (TCR) signaling pathway WP69,1.503,0.00117,0.0966,77
Micro,Activated,H3K27ac,p53 Pathway,1.394,0.00115,0.0966,170
Micro,Activated,H3K27me3,UV Response Dn,1.739,4.51e-08,2e-04,124
Micro,Activated,H3K27me3,ventricular septum morphogenesis (GO:0060412),2.142,1.14e-07,2e-04,27
Micro,Activated,H3K27me3,axon extension (GO:0048675),2.283,1.86e-07,2e-04,17
Micro,Activated,H3K27me3,Development of ureteric collection system WP5053,1.963,3.12e-07,3e-04,45
Micro,Activated,H3K27me3,kidney development (GO:0001822),1.895,4.47e-07,3e-04,62
Micro,Activated,H3K27me3,ventricular septum development (GO:0003281),2.038,8.15e-07,5e-04,36
Micro,Activated,H3K27me3,negative regulation of cell population proliferation (GO:0008285),1.464,9.84e-07,5e-04,284
Micro,Activated,H3K27me3,negative regulation of cell migration (GO:0030336),1.669,1.55e-06,8e-04,112
Micro,Activated,H3K27me3,cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),1.611,2.01e-06,9e-04,143
Micro,Activated,H3K27me3,renal system development (GO:0072001),1.839,3.25e-06,0.0013,50
Micro,Activated,H3K27me3,Ectoderm Differentiation WP2858,1.632,4.87e-06,0.0014,117
Micro,Activated,H3K27me3,cell junction assembly (GO:0034329),1.721,4.25e-06,0.0014,78
Micro,Activated,H3K27me3,modulation of chemical synaptic transmission (GO:0050804),1.666,4.25e-06,0.0014,96
Micro,Activated,H3K27me3,neuron development (GO:0048666),1.61,4.8e-06,0.0014,108
Micro,Activated,H3K27me3,chemical synaptic transmission (GO:0007268),1.451,6.05e-06,0.0016,252
Micro,Activated,H3K27me3,neuron projection morphogenesis (GO:0048812),1.626,6.95e-06,0.0017,115
Micro,Activated,H3K27me3,axonogenesis (GO:0007409),1.463,1.12e-05,0.0026,203
Micro,Activated,H3K27me3,adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189),1.609,1.47e-05,0.0028,111
Micro,Activated,H3K27me3,brain development (GO:0007420),1.613,1.41e-05,0.0028,111
Micro,Activated,H3K27me3,neuron differentiation (GO:0030182),1.541,1.37e-05,0.0028,155
Micro,Activated,H3K27me3,negative regulation of transcription by RNA polymerase II (GO:0000122),1.323,1.86e-05,0.0034,462
Micro,Activated,H3K27me3,adherens junction organization (GO:0034332),1.819,2.2e-05,0.0037,43
Micro,Activated,H3K27me3,positive regulation of cell differentiation (GO:0045597),1.463,2.22e-05,0.0037,202
Micro,Activated,H3K27me3,negative chemotaxis (GO:0050919),1.902,2.46e-05,0.004,29
Micro,Activated,H3K27me3,synapse organization (GO:0050808),1.587,2.64e-05,0.0041,103
